fighter1,fighter2,odds1,odds2,winner,score,time,date,class
Means T.,Homasi S.,1.24,4.15,Means T.,KO,02:00,21 Aug 2016,welterweight-ufc-men
Story R.,Cerrone D.,2.1,1.71,Cerrone D.,KO,02:00,21 Aug 2016,welterweight-ufc-men
Covington C.,Griffin M.,1.29,3.63,Covington C.,TKO,22:30,20 Aug 2016,welterweight-ufc-men
Ponzinibbio S.,Cummings Z.,1.79,2.05,Ponzinibbio S.,PTS,02:00,07 Aug 2016,welterweight-ufc-men
Brown M.,Ellenberger J.,1.33,3.34,Ellenberger J.,TKO,02:00,31 Jul 2016,welterweight-ufc-men
Pearson R.,Masvidal J.,3.06,1.39,Masvidal J.,PTS,00:00,31 Jul 2016,welterweight-ufc-men
Graves M.,Velickovic B.,1.42,2.9,Draw,Draw,23:00,30 Jul 2016,welterweight-ufc-men
Kim D. H.,Saffiedine T.,1.67,2.19,Kim D. H.,PTS,03:00,31 Dec 2016,welterweight-ufc-men
Pyle M.,Garcia A.,2.58,1.5,Garcia A.,KO,01:00,31 Dec 2016,welterweight-ufc-men
Oliveira A.,Means T.,1.68,2.17,Draw,Draw,00:30,31 Dec 2016,welterweight-ufc-men
Jouban A.,Perry M.,2.15,1.7,Jouban A.,PTS,01:00,18 Dec 2016,welterweight-ufc-men
Barberena B.,Covington C.,3.88,1.26,Covington C.,PTS,23:00,17 Dec 2016,welterweight-ufc-men
Velickovic B.,Aliev S.,,,PTS,PTS,21:30,17 Dec 2016,welterweight-ufc-men
Cerrone D.,Brown M.,1.32,3.36,Cerrone D.,KO,03:00,11 Dec 2016,welterweight-ufc-men
Brown R.,Camozzi B.,1.59,2.34,Brown R.,TKO,22:30,09 Dec 2016,welterweight-ufc-men
Ellenberger J.,Masvidal J.,2.84,1.43,Masvidal J.,TKO,03:00,04 Dec 2016,welterweight-ufc-men
Noke K.,Akhmedov O.,2.06,1.77,Akhmedov O.,PTS,03:00,27 Nov 2016,welterweight-ufc-men
Alves W.,Usman K.,2.62,1.49,Usman K.,PTS,02:00,20 Nov 2016,welterweight-ufc-men
Cummings Z.,Yakovlev A.,1.58,2.38,Cummings Z.,SUBM,17:15,19 Nov 2016,welterweight-ufc-men
Woodley T.,Thompson S.,2.92,1.46,Draw,Draw,05:30,13 Nov 2016,welterweight-ufc-men
Luque V.,Muhammad B.,1.85,1.96,Luque V.,KO,01:00,13 Nov 2016,welterweight-ufc-men
Montano E.,Griffin M.,2.15,1.7,Griffin M.,TKO,00:00,06 Nov 2016,welterweight-ufc-men
Edwards L.,Tumenov A.,2.96,1.4,Edwards L.,SUBM,00:00,09 Oct 2016,welterweight-ufc-men
Roberts D.,Perry M.,1.86,1.94,Perry M.,KO,22:30,08 Oct 2016,welterweight-ufc-men
Burkman J.,Ottow Z.,1.4,2.98,Ottow Z.,PTS,03:00,02 Oct 2016,welterweight-ufc-men
Silva E.,Chagas L.,2.07,1.76,Silva E.,PTS,00:00,25 Sep 2016,welterweight-ufc-men
Luque V.,Urbina H.,1.18,4.93,Luque V.,KO,22:30,24 Sep 2016,welterweight-ufc-men
Carneiro R.,Robertson K.,2.04,1.8,Carneiro R.,PTS,02:00,18 Sep 2016,welterweight-ufc-men
Montano E.,Brown R.,4.77,1.19,Brown R.,SUBM,23:00,17 Sep 2016,welterweight-ufc-men
Brooks P.,Gall M.,4.07,1.24,Gall M.,SUBM,02:00,11 Sep 2016,welterweight-ufc-men
Ayari J.,Wallhead J.,2.15,1.69,Ayari J.,PTS,15:45,03 Sep 2016,welterweight-ufc-men
Maia D.,Condit C.,1.98,1.83,Maia D.,SUBM,00:00,28 Aug 2016,welterweight-ufc-men
Diaz N.,McGregor C.,2.21,1.68,McGregor C.,PTS,02:00,21 Aug 2016,welterweight-ufc-men
Means T.,Homasi S.,1.24,4.15,Means T.,KO,02:00,21 Aug 2016,welterweight-ufc-men
Story R.,Cerrone D.,2.1,1.71,Cerrone D.,KO,02:00,21 Aug 2016,welterweight-ufc-men
Covington C.,Griffin M.,1.29,3.63,Covington C.,TKO,22:30,20 Aug 2016,welterweight-ufc-men
Ponzinibbio S.,Cummings Z.,1.79,2.05,Ponzinibbio S.,PTS,02:00,07 Aug 2016,welterweight-ufc-men
Brown M.,Ellenberger J.,1.33,3.34,Ellenberger J.,TKO,02:00,31 Jul 2016,welterweight-ufc-men
Pearson R.,Masvidal J.,3.06,1.39,Masvidal J.,PTS,00:00,31 Jul 2016,welterweight-ufc-men
Graves M.,Velickovic B.,1.42,2.9,Draw,Draw,23:00,30 Jul 2016,welterweight-ufc-men
Condit C.,Magny N.,1.69,2.19,Magny N.,PTS,03:00,31 Dec 2017,welterweight-ufc-men
Lawler R.,Dos Anjos R.,1.94,1.85,Dos Anjos R.,PTS,01:00,17 Dec 2017,welterweight-ufc-men
Laprise C.,Bofando G.,1.63,2.26,Laprise C.,TKO,22:00,16 Dec 2017,welterweight-ufc-men
Taleb N.,Roberts D.,1.66,2.19,Taleb N.,KO,21:00,16 Dec 2017,welterweight-ufc-men
Homasi S.,Alhassan R.,,,TKO,TKO,01:00,03 Dec 2017,welterweight-ufc-men
Salikhov M.,Garcia A.,1.45,2.76,Garcia A.,SUBM,12:00,25 Nov 2017,welterweight-ufc-men
Matthews J.,Velickovic B.,1.67,2.18,Matthews J.,PTS,03:00,19 Nov 2017,welterweight-ufc-men
Brown D.,Camacho F.,2.13,1.72,Camacho F.,PTS,01:00,19 Nov 2017,welterweight-ufc-men
Brown M.,Sanchez D.,1.26,3.69,Brown M.,KO,03:00,12 Nov 2017,welterweight-ufc-men
McGee C.,Strickland S.,3.2,1.34,Strickland S.,PTS,23:30,11 Nov 2017,welterweight-ufc-men
Thompson S.,Masvidal J.,1.53,2.49,Thompson S.,PTS,02:00,05 Nov 2017,welterweight-ufc-men
Brown R.,Gall M.,1.96,1.84,Brown R.,PTS,00:00,05 Nov 2017,welterweight-ufc-men
Maia D.,Covington C.,2.05,1.77,Covington C.,PTS,02:00,29 Oct 2017,welterweight-ufc-men
Luque V.,Price N.,1.73,2.08,Luque V.,SUBM,23:00,28 Oct 2017,welterweight-ufc-men
Cerrone D.,Till D.,1.64,2.27,Till D.,TKO,19:00,21 Oct 2017,welterweight-ufc-men
Anzai S.,Jumeau L.,3.01,1.39,Anzai S.,PTS,00:00,23 Sep 2017,welterweight-ufc-men
Abe D.,Lim H. G.,2.03,1.8,Abe D.,PTS,23:30,22 Sep 2017,welterweight-ufc-men
Perry M.,Reyes A.,1.2,4.59,Perry M.,KO,02:00,17 Sep 2017,welterweight-ufc-men
Magny N.,Dos Anjos R.,2.62,1.48,Dos Anjos R.,SUBM,02:00,10 Sep 2017,welterweight-ufc-men
Edwards L.,Barberena B.,1.37,3.04,Edwards L.,PTS,19:00,02 Sep 2017,welterweight-ufc-men
Jouban A.,Price N.,1.57,2.41,Price N.,TKO,02:00,06 Aug 2017,welterweight-ufc-men
Lawler R.,Cerrone D.,1.61,2.33,Lawler R.,PTS,02:00,30 Jul 2017,welterweight-ufc-men
Good L.,Zaleski E.,1.59,2.37,Zaleski E.,PTS,22:00,22 Jul 2017,welterweight-ufc-men
Nelson G.,Ponzinibbio S.,1.55,2.49,Ponzinibbio S.,KO,19:00,16 Jul 2017,welterweight-ufc-men
Ward C.,Bofando G.,2.7,1.48,Bofando G.,KO,17:00,16 Jul 2017,welterweight-ufc-men
Mein J.,Muhammad B.,2.13,1.74,Muhammad B.,PTS,00:00,09 Jul 2017,welterweight-ufc-men
Lima D.,Taylor J.,2.23,1.66,Taylor J.,SUBM,01:00,08 Jul 2017,welterweight-ufc-men
Krause J.,Gallicchio T.,1.21,4.48,Krause J.,PTS,23:00,07 Jul 2017,welterweight-ufc-men
Means T.,Garcia A.,1.33,3.44,Means T.,PTS,01:00,26 Jun 2017,welterweight-ufc-men
Kim D. H.,Covington C.,3.0,1.42,Covington C.,PTS,12:45,17 Jun 2017,welterweight-ufc-men
Jumeau L.,Steele D.,2.5,1.56,Jumeau L.,PTS,00:00,11 Jun 2017,welterweight-ufc-men
Medeiros Y.,Silva E.,1.72,2.17,Medeiros Y.,TKO,02:00,04 Jun 2017,welterweight-ufc-men
Chagas L.,Wallhead J.,1.37,3.24,Chagas L.,SUBM,22:30,03 Jun 2017,welterweight-ufc-men
Alhassan R.,Akhmedov O.,1.39,3.05,Akhmedov O.,PTS,17:00,28 May 2017,welterweight-ufc-men
Condit C.,Magny N.,1.69,2.19,Magny N.,PTS,03:00,31 Dec 2017,welterweight-ufc-men
Lawler R.,Dos Anjos R.,1.94,1.85,Dos Anjos R.,PTS,01:00,17 Dec 2017,welterweight-ufc-men
Laprise C.,Bofando G.,1.63,2.26,Laprise C.,TKO,22:00,16 Dec 2017,welterweight-ufc-men
Taleb N.,Roberts D.,1.66,2.19,Taleb N.,KO,21:00,16 Dec 2017,welterweight-ufc-men
Homasi S.,Alhassan R.,,,TKO,TKO,01:00,03 Dec 2017,welterweight-ufc-men
Salikhov M.,Garcia A.,1.45,2.76,Garcia A.,SUBM,12:00,25 Nov 2017,welterweight-ufc-men
Matthews J.,Velickovic B.,1.67,2.18,Matthews J.,PTS,03:00,19 Nov 2017,welterweight-ufc-men
Brown D.,Camacho F.,2.13,1.72,Camacho F.,PTS,01:00,19 Nov 2017,welterweight-ufc-men
Brown M.,Sanchez D.,1.26,3.69,Brown M.,KO,03:00,12 Nov 2017,welterweight-ufc-men
McGee C.,Strickland S.,3.2,1.34,Strickland S.,PTS,23:30,11 Nov 2017,welterweight-ufc-men
Thompson S.,Masvidal J.,1.53,2.49,Thompson S.,PTS,02:00,05 Nov 2017,welterweight-ufc-men
Brown R.,Gall M.,1.96,1.84,Brown R.,PTS,00:00,05 Nov 2017,welterweight-ufc-men
Maia D.,Covington C.,2.05,1.77,Covington C.,PTS,02:00,29 Oct 2017,welterweight-ufc-men
Luque V.,Price N.,1.73,2.08,Luque V.,SUBM,23:00,28 Oct 2017,welterweight-ufc-men
Cerrone D.,Till D.,1.64,2.27,Till D.,TKO,19:00,21 Oct 2017,welterweight-ufc-men
Anzai S.,Jumeau L.,3.01,1.39,Anzai S.,PTS,00:00,23 Sep 2017,welterweight-ufc-men
Abe D.,Lim H. G.,2.03,1.8,Abe D.,PTS,23:30,22 Sep 2017,welterweight-ufc-men
Perry M.,Reyes A.,1.2,4.59,Perry M.,KO,02:00,17 Sep 2017,welterweight-ufc-men
Magny N.,Dos Anjos R.,2.62,1.48,Dos Anjos R.,SUBM,02:00,10 Sep 2017,welterweight-ufc-men
Edwards L.,Barberena B.,1.37,3.04,Edwards L.,PTS,19:00,02 Sep 2017,welterweight-ufc-men
Jouban A.,Price N.,1.57,2.41,Price N.,TKO,02:00,06 Aug 2017,welterweight-ufc-men
Lawler R.,Cerrone D.,1.61,2.33,Lawler R.,PTS,02:00,30 Jul 2017,welterweight-ufc-men
Good L.,Zaleski E.,1.59,2.37,Zaleski E.,PTS,22:00,22 Jul 2017,welterweight-ufc-men
Nelson G.,Ponzinibbio S.,1.55,2.49,Ponzinibbio S.,KO,19:00,16 Jul 2017,welterweight-ufc-men
Ward C.,Bofando G.,2.7,1.48,Bofando G.,KO,17:00,16 Jul 2017,welterweight-ufc-men
Mein J.,Muhammad B.,2.13,1.74,Muhammad B.,PTS,00:00,09 Jul 2017,welterweight-ufc-men
Lima D.,Taylor J.,2.23,1.66,Taylor J.,SUBM,01:00,08 Jul 2017,welterweight-ufc-men
Krause J.,Gallicchio T.,1.21,4.48,Krause J.,PTS,23:00,07 Jul 2017,welterweight-ufc-men
Means T.,Garcia A.,1.33,3.44,Means T.,PTS,01:00,26 Jun 2017,welterweight-ufc-men
Kim D. H.,Covington C.,3.0,1.42,Covington C.,PTS,12:45,17 Jun 2017,welterweight-ufc-men
Jumeau L.,Steele D.,2.5,1.56,Jumeau L.,PTS,00:00,11 Jun 2017,welterweight-ufc-men
Medeiros Y.,Silva E.,1.72,2.17,Medeiros Y.,TKO,02:00,04 Jun 2017,welterweight-ufc-men
Chagas L.,Wallhead J.,1.37,3.24,Chagas L.,SUBM,22:30,03 Jun 2017,welterweight-ufc-men
Alhassan R.,Akhmedov O.,1.39,3.05,Akhmedov O.,PTS,17:00,28 May 2017,welterweight-ufc-men
Condit C.,Chiesa M.,2.1,1.76,Chiesa M.,SUBM,04:00,30 Dec 2018,welterweight-ufc-men
Millender C.,Bahadurzada S.,1.65,2.24,Millender C.,PTS,23:30,29 Dec 2018,welterweight-ufc-men
Ottow Z.,Grant D.,3.29,1.34,Ottow Z.,PTS,00:30,16 Dec 2018,welterweight-ufc-men
Oliveira A.,Nelson G.,2.21,1.68,Nelson G.,SUBM,04:00,09 Dec 2018,welterweight-ufc-men
Laprise C.,Lima D.,1.25,4.03,Lima D.,KO,00:30,09 Dec 2018,welterweight-ufc-men
Matthews J.,Martin A.,1.73,2.13,Martin A.,SUBM,04:00,02 Dec 2018,welterweight-ufc-men
Nakamura K.,Touahri S.,1.58,2.4,Nakamura K.,PTS,00:30,02 Dec 2018,welterweight-ufc-men
Means T.,Rainey R.,1.26,3.77,Means T.,TKO,00:00,01 Dec 2018,welterweight-ufc-men
Jingliang L.,Zawada D.,1.51,2.59,Jingliang L.,TKO,11:30,24 Nov 2018,welterweight-ufc-men
Magny N.,Ponzinibbio S.,2.95,1.42,Ponzinibbio S.,KO,05:30,18 Nov 2018,welterweight-ufc-men
Staropoli L.,Aldana H.,1.98,1.89,Staropoli L.,PTS,01:00,18 Nov 2018,welterweight-ufc-men
Cerrone D.,Perry M.,2.69,1.48,Cerrone D.,SUBM,05:00,11 Nov 2018,welterweight-ufc-men
Good L.,Saunders B.,1.15,5.41,Good L.,KO,00:00,04 Nov 2018,welterweight-ufc-men
Garcia A.,McGee C.,1.42,2.92,McGee C.,PTS,02:00,28 Oct 2018,welterweight-ufc-men
Luque V.,Turner J.,1.14,5.88,Luque V.,KO,01:00,07 Oct 2018,welterweight-ufc-men
LaFlare R.,Martin A.,1.74,2.11,Martin A.,KO,22:30,06 Oct 2018,welterweight-ufc-men
Oliveira A.,Pedersoli C.,1.21,4.68,Oliveira A.,TKO,04:00,23 Sep 2018,welterweight-ufc-men
Zaleski E.,Vendramini L.,1.11,7.04,Zaleski E.,KO,22:45,22 Sep 2018,welterweight-ufc-men
Kunchenko A.,Alves T.,1.2,4.66,Kunchenko A.,PTS,18:00,15 Sep 2018,welterweight-ufc-men
Woodley T.,Till D.,1.93,1.92,Woodley T.,SUBM,04:00,09 Sep 2018,welterweight-ufc-men
Sanchez D.,White C.,2.73,1.48,Sanchez D.,PTS,23:45,08 Sep 2018,welterweight-ufc-men
Ellenberger J.,Barberena B.,4.37,1.24,Barberena B.,TKO,03:00,26 Aug 2018,welterweight-ufc-men
Gall M.,Sullivan G.,1.3,3.7,Gall M.,SUBM,00:00,26 Aug 2018,welterweight-ufc-men
Mein J.,Morono A.,1.71,2.2,Mein J.,PTS,23:30,28 Jul 2018,welterweight-ufc-men
Zawada D.,Roberts D.,2.93,1.42,Roberts D.,PTS,18:05,22 Jul 2018,welterweight-ufc-men
Northcutt S.,Ottow Z.,1.73,2.17,Northcutt S.,KO,04:00,15 Jul 2018,welterweight-ufc-men
Felder P.,Perry M.,1.63,2.36,Perry M.,PTS,03:00,08 Jul 2018,welterweight-ufc-men
Cerrone D.,Edwards L.,2.89,1.45,Edwards L.,PTS,13:00,23 Jun 2018,welterweight-ufc-men
Song K.,Aldana H.,1.36,3.28,Song K.,TKO,09:30,23 Jun 2018,welterweight-ufc-men
Dos Anjos R.,Covington C.,2.22,1.69,Covington C.,PTS,03:00,10 Jun 2018,welterweight-ufc-men
Ellenberger J.,Saunders B.,1.56,2.44,Saunders B.,TKO,03:00,02 Jun 2018,welterweight-ufc-men
Thompson S.,Till D.,1.66,2.27,Till D.,PTS,19:30,27 May 2018,welterweight-ufc-men
Condit C.,Chiesa M.,2.1,1.76,Chiesa M.,SUBM,04:00,30 Dec 2018,welterweight-ufc-men
Millender C.,Bahadurzada S.,1.65,2.24,Millender C.,PTS,23:30,29 Dec 2018,welterweight-ufc-men
Ottow Z.,Grant D.,3.29,1.34,Ottow Z.,PTS,00:30,16 Dec 2018,welterweight-ufc-men
Oliveira A.,Nelson G.,2.21,1.68,Nelson G.,SUBM,04:00,09 Dec 2018,welterweight-ufc-men
Laprise C.,Lima D.,1.25,4.03,Lima D.,KO,00:30,09 Dec 2018,welterweight-ufc-men
Matthews J.,Martin A.,1.73,2.13,Martin A.,SUBM,04:00,02 Dec 2018,welterweight-ufc-men
Nakamura K.,Touahri S.,1.58,2.4,Nakamura K.,PTS,00:30,02 Dec 2018,welterweight-ufc-men
Means T.,Rainey R.,1.26,3.77,Means T.,TKO,00:00,01 Dec 2018,welterweight-ufc-men
Jingliang L.,Zawada D.,1.51,2.59,Jingliang L.,TKO,11:30,24 Nov 2018,welterweight-ufc-men
Magny N.,Ponzinibbio S.,2.95,1.42,Ponzinibbio S.,KO,05:30,18 Nov 2018,welterweight-ufc-men
Staropoli L.,Aldana H.,1.98,1.89,Staropoli L.,PTS,01:00,18 Nov 2018,welterweight-ufc-men
Cerrone D.,Perry M.,2.69,1.48,Cerrone D.,SUBM,05:00,11 Nov 2018,welterweight-ufc-men
Good L.,Saunders B.,1.15,5.41,Good L.,KO,00:00,04 Nov 2018,welterweight-ufc-men
Garcia A.,McGee C.,1.42,2.92,McGee C.,PTS,02:00,28 Oct 2018,welterweight-ufc-men
Luque V.,Turner J.,1.14,5.88,Luque V.,KO,01:00,07 Oct 2018,welterweight-ufc-men
LaFlare R.,Martin A.,1.74,2.11,Martin A.,KO,22:30,06 Oct 2018,welterweight-ufc-men
Oliveira A.,Pedersoli C.,1.21,4.68,Oliveira A.,TKO,04:00,23 Sep 2018,welterweight-ufc-men
Zaleski E.,Vendramini L.,1.11,7.04,Zaleski E.,KO,22:45,22 Sep 2018,welterweight-ufc-men
Kunchenko A.,Alves T.,1.2,4.66,Kunchenko A.,PTS,18:00,15 Sep 2018,welterweight-ufc-men
Woodley T.,Till D.,1.93,1.92,Woodley T.,SUBM,04:00,09 Sep 2018,welterweight-ufc-men
Sanchez D.,White C.,2.73,1.48,Sanchez D.,PTS,23:45,08 Sep 2018,welterweight-ufc-men
Ellenberger J.,Barberena B.,4.37,1.24,Barberena B.,TKO,03:00,26 Aug 2018,welterweight-ufc-men
Gall M.,Sullivan G.,1.3,3.7,Gall M.,SUBM,00:00,26 Aug 2018,welterweight-ufc-men
Mein J.,Morono A.,1.71,2.2,Mein J.,PTS,23:30,28 Jul 2018,welterweight-ufc-men
Zawada D.,Roberts D.,2.93,1.42,Roberts D.,PTS,18:05,22 Jul 2018,welterweight-ufc-men
Northcutt S.,Ottow Z.,1.73,2.17,Northcutt S.,KO,04:00,15 Jul 2018,welterweight-ufc-men
Felder P.,Perry M.,1.63,2.36,Perry M.,PTS,03:00,08 Jul 2018,welterweight-ufc-men
Cerrone D.,Edwards L.,2.89,1.45,Edwards L.,PTS,13:00,23 Jun 2018,welterweight-ufc-men
Song K.,Aldana H.,1.36,3.28,Song K.,TKO,09:30,23 Jun 2018,welterweight-ufc-men
Dos Anjos R.,Covington C.,2.22,1.69,Covington C.,PTS,03:00,10 Jun 2018,welterweight-ufc-men
Ellenberger J.,Saunders B.,1.56,2.44,Saunders B.,TKO,03:00,02 Jun 2018,welterweight-ufc-men
Thompson S.,Till D.,1.66,2.27,Till D.,PTS,19:30,27 May 2018,welterweight-ufc-men
Usman K.,Covington C.,1.49,2.68,Usman K.,TKO,05:00,15 Dec 2019,welterweight-ufc-men
Neal G.,Perry M.,1.37,3.14,Neal G.,TKO,02:30,15 Dec 2019,welterweight-ufc-men
Condit C.,Gall M.,,,canc.,canc.,02:00,08 Dec 2019,welterweight-ufc-men
Moraes S.,Krause J.,2.6,1.5,Krause J.,KO,00:30,17 Nov 2019,welterweight-ufc-men
Imadaev Z.,Roberts D.,1.44,2.81,Roberts D.,KO,20:30,09 Nov 2019,welterweight-ufc-men
Nurmagomedov A.,Zawada D.,1.3,3.5,Zawada D.,SUBM,17:00,09 Nov 2019,welterweight-ufc-men
Masvidal J.,Diaz N.,1.68,2.22,Masvidal J.,TKO,04:00,03 Nov 2019,welterweight-ufc-men
Good L.,Rencountre C.,1.83,1.98,Good L.,TKO,23:00,02 Nov 2019,welterweight-ufc-men
Maia D.,Askren B.,2.36,1.62,Maia D.,SUBM,14:30,26 Oct 2019,welterweight-ufc-men
Brady S.,McGee C.,1.53,2.59,Brady S.,PTS,23:00,18 Oct 2019,welterweight-ufc-men
Vick J.,Price N.,2.25,1.66,Price N.,KO,00:30,13 Oct 2019,welterweight-ufc-men
Griffin M.,Morono A.,1.76,2.05,Morono A.,PTS,23:30,12 Oct 2019,welterweight-ufc-men
Jumeau L.,Lima D.,2.23,1.68,Lima D.,PTS,02:00,06 Oct 2019,welterweight-ufc-men
Potter C.,Pitolo M.,3.67,1.29,Potter C.,PTS,00:30,06 Oct 2019,welterweight-ufc-men
Nelson G.,Alves T.,,,canc.,canc.,21:00,28 Sep 2019,welterweight-ufc-men
Dalby N.,Oliveira A.,2.22,1.69,Dalby N.,PTS,18:00,28 Sep 2019,welterweight-ufc-men
Pereira M.,Connelly T.,1.18,4.92,Connelly T.,PTS,01:00,15 Sep 2019,welterweight-ufc-men
Pereira M.,Khandozhko S.,,,canc.,canc.,01:00,14 Sep 2019,welterweight-ufc-men
Muhammad B.,Sato T.,1.26,3.99,Muhammad B.,SUBM,15:30,07 Sep 2019,welterweight-ufc-men
Jingliang L.,Zaleski E.,3.22,1.36,Jingliang L.,TKO,11:30,31 Aug 2019,welterweight-ufc-men
Pettis A.,Diaz N.,1.74,2.12,Diaz N.,PTS,03:30,18 Aug 2019,welterweight-ufc-men
Luque V.,Perry M.,1.43,2.86,Luque V.,PTS,02:00,11 Aug 2019,welterweight-ufc-men
Burns G.,Kunchenko A.,2.19,1.68,Burns G.,PTS,21:15,10 Aug 2019,welterweight-ufc-men
da Silva C. H.,Emeev R.,,,canc.,canc.,00:00,04 Aug 2019,welterweight-ufc-men
Covington C.,Lawler R.,1.35,3.29,Covington C.,PTS,21:30,03 Aug 2019,welterweight-ufc-men
Gall M.,Touahri S.,2.01,1.81,Gall M.,PTS,18:30,03 Aug 2019,welterweight-ufc-men
Neal G.,Price N.,1.29,3.67,Neal G.,TKO,03:30,28 Jul 2019,welterweight-ufc-men
Koch E.,Stewart K.,1.84,2.0,Koch E.,PTS,23:00,27 Jul 2019,welterweight-ufc-men
Dos Anjos R.,Edwards L.,1.98,1.85,Edwards L.,PTS,03:30,21 Jul 2019,welterweight-ufc-men
Masvidal J.,Askren B.,2.81,1.45,Masvidal J.,KO,03:00,07 Jul 2019,welterweight-ufc-men
Naurdiev I.,Rencountre C.,1.17,5.12,Rencountre C.,PTS,22:45,06 Jul 2019,welterweight-ufc-men
Maia D.,Martin A.,1.55,2.49,Maia D.,PTS,02:30,30 Jun 2019,welterweight-ufc-men
Usman K.,Covington C.,1.49,2.68,Usman K.,TKO,05:00,15 Dec 2019,welterweight-ufc-men
Neal G.,Perry M.,1.37,3.14,Neal G.,TKO,02:30,15 Dec 2019,welterweight-ufc-men
Condit C.,Gall M.,,,canc.,canc.,02:00,08 Dec 2019,welterweight-ufc-men
Moraes S.,Krause J.,2.6,1.5,Krause J.,KO,00:30,17 Nov 2019,welterweight-ufc-men
Imadaev Z.,Roberts D.,1.44,2.81,Roberts D.,KO,20:30,09 Nov 2019,welterweight-ufc-men
Nurmagomedov A.,Zawada D.,1.3,3.5,Zawada D.,SUBM,17:00,09 Nov 2019,welterweight-ufc-men
Masvidal J.,Diaz N.,1.68,2.22,Masvidal J.,TKO,04:00,03 Nov 2019,welterweight-ufc-men
Good L.,Rencountre C.,1.83,1.98,Good L.,TKO,23:00,02 Nov 2019,welterweight-ufc-men
Maia D.,Askren B.,2.36,1.62,Maia D.,SUBM,14:30,26 Oct 2019,welterweight-ufc-men
Brady S.,McGee C.,1.53,2.59,Brady S.,PTS,23:00,18 Oct 2019,welterweight-ufc-men
Vick J.,Price N.,2.25,1.66,Price N.,KO,00:30,13 Oct 2019,welterweight-ufc-men
Griffin M.,Morono A.,1.76,2.05,Morono A.,PTS,23:30,12 Oct 2019,welterweight-ufc-men
Jumeau L.,Lima D.,2.23,1.68,Lima D.,PTS,02:00,06 Oct 2019,welterweight-ufc-men
Potter C.,Pitolo M.,3.67,1.29,Potter C.,PTS,00:30,06 Oct 2019,welterweight-ufc-men
Nelson G.,Alves T.,,,canc.,canc.,21:00,28 Sep 2019,welterweight-ufc-men
Dalby N.,Oliveira A.,2.22,1.69,Dalby N.,PTS,18:00,28 Sep 2019,welterweight-ufc-men
Pereira M.,Connelly T.,1.18,4.92,Connelly T.,PTS,01:00,15 Sep 2019,welterweight-ufc-men
Pereira M.,Khandozhko S.,,,canc.,canc.,01:00,14 Sep 2019,welterweight-ufc-men
Muhammad B.,Sato T.,1.26,3.99,Muhammad B.,SUBM,15:30,07 Sep 2019,welterweight-ufc-men
Jingliang L.,Zaleski E.,3.22,1.36,Jingliang L.,TKO,11:30,31 Aug 2019,welterweight-ufc-men
Pettis A.,Diaz N.,1.74,2.12,Diaz N.,PTS,03:30,18 Aug 2019,welterweight-ufc-men
Luque V.,Perry M.,1.43,2.86,Luque V.,PTS,02:00,11 Aug 2019,welterweight-ufc-men
Burns G.,Kunchenko A.,2.19,1.68,Burns G.,PTS,21:15,10 Aug 2019,welterweight-ufc-men
da Silva C. H.,Emeev R.,,,canc.,canc.,00:00,04 Aug 2019,welterweight-ufc-men
Covington C.,Lawler R.,1.35,3.29,Covington C.,PTS,21:30,03 Aug 2019,welterweight-ufc-men
Gall M.,Touahri S.,2.01,1.81,Gall M.,PTS,18:30,03 Aug 2019,welterweight-ufc-men
Neal G.,Price N.,1.29,3.67,Neal G.,TKO,03:30,28 Jul 2019,welterweight-ufc-men
Koch E.,Stewart K.,1.84,2.0,Koch E.,PTS,23:00,27 Jul 2019,welterweight-ufc-men
Dos Anjos R.,Edwards L.,1.98,1.85,Edwards L.,PTS,03:30,21 Jul 2019,welterweight-ufc-men
Masvidal J.,Askren B.,2.81,1.45,Masvidal J.,KO,03:00,07 Jul 2019,welterweight-ufc-men
Naurdiev I.,Rencountre C.,1.17,5.12,Rencountre C.,PTS,22:45,06 Jul 2019,welterweight-ufc-men
Maia D.,Martin A.,1.55,2.49,Maia D.,PTS,02:30,30 Jun 2019,welterweight-ufc-men
Barberena B.,Ivy A.,1.4,2.96,Barberena B.,PTS,21:30,12 Sep 2020,welterweight-ufc-men
Pereira M.,Imadaev Z.,1.72,2.12,Pereira M.,SUBM,00:30,06 Sep 2020,welterweight-ufc-men
Lawler R.,Magny N.,2.97,1.4,Magny N.,PTS,02:30,30 Aug 2020,welterweight-ufc-men
Neal G.,Magny N.,,,canc.,canc.,23:00,29 Aug 2020,welterweight-ufc-men
Grant D.,Rodriguez D.,2.65,1.48,Rodriguez D.,KO,00:30,23 Aug 2020,welterweight-ufc-men
Grant D.,Born C.,,,canc.,canc.,23:00,22 Aug 2020,welterweight-ufc-men
Semelsberger M.,Rowe P.,,,canc.,canc.,23:00,22 Aug 2020,welterweight-ufc-men
Staropoli L.,Imadaev Z.,,,canc.,canc.,23:00,15 Aug 2020,welterweight-ufc-men
Means T.,Staropoli L.,2.24,1.66,Means T.,PTS,00:30,09 Aug 2020,welterweight-ufc-men
Luque V.,Brown R.,1.51,2.58,Luque V.,KO,02:00,02 Aug 2020,welterweight-ufc-men
Oliveira A.,Sobotta P.,1.74,2.13,Oliveira A.,PTS,00:30,26 Jul 2020,welterweight-ufc-men
Emeev R.,Rakhmonov S.,,,canc.,canc.,00:00,26 Jul 2020,welterweight-ufc-men
